respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,Qual é a sua idade?,Com qual gênero você se identifica?,Qual é seu nível de escolaridade?,Qual é o nível de escolaridade do seu pai?,Qual é o nível de escolaridade da sua mãe?,Qual a sua profissão?,O que é o Sol?,Quantos planetas o Sistema Solar possui?,Qual o maior planeta do Sistema Solar?,Qual é o nome da nossa Galáxia?,O que é a Lua?,Qual é a distância (aproximada) da Terra ao Sol?,Qual o formato da Terra?,O que é um eclipse lunar?,"O que é uma ""estrela cadente""?",Qual a diferença entre cometa e asteroide?,O que é uma nebulosa?,Qual destes(as) é um(a) astrônomo(a) brasileiro(a)?,O que é um buraco negro?,"Qual a idade do Universo, aproximadamente?",Por que é necessário colocar telescópios no espaço?,O Sol morrerá um dia. O que ele se tornará?,Identifique a nebulosa:,Selecione a alternativa que associa corretamente a constelação a seu nome:
10219696576,216856699,09/15/2018 10:34:28 PM,09/15/2018 10:39:33 PM,,,,,,14 a 17,Masculino,Médio Incompleto,Pós-graduação Completo,Pós-graduação Completo,Estudante,Uma estrela,8,Saturno,Via Láctea,Um satélite natural,150 bilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.","É uma estrela que ""viaja"" pelo céu, causando o efeito visual",Não há diferença. Existem duas nomenclaturas apenas por questões históricas,"É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Rebeca Gusmão,"É uma região do espaço ""vazia"", sem massa e sem luz",3 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 4,Lira
10219695158,216856699,09/15/2018 10:31:16 PM,09/15/2018 10:38:06 PM,,,,,,18 a 24,Feminino,Superior Completo,Médio Completo,Superior Completo,Outros,Uma estrela,8,Saturno,Via Láctea,Um asteroide,150 milhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um cometa que passa muito perto da Terra,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É uma pequena galáxia que perdeu toda massa através de colisões com outras galáxias maiores, tornando-se ""negra""",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma nova estrela,Image 1,Escorpião
10219688210,216856699,09/15/2018 10:18:13 PM,09/15/2018 10:21:44 PM,,,,,,18 a 24,Feminino,Superior Incompleto,Pós-graduação Completo,Superior Completo,Estudante,Um planeta,7,Saturno,Via Láctea,Um asteroide,150 trilhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.","É uma estrela que ""viaja"" pelo céu, causando o efeito visual",Não há diferença. Existem duas nomenclaturas apenas por questões históricas,"É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Alberto Garibaldi,"É uma região do espaço ""vazia"", sem massa e sem luz",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Nada. Ele simplesmente desaparecerá,Image 3,Escorpião
10219681445,216856699,09/15/2018 10:05:09 PM,09/15/2018 10:16:26 PM,,,,,,25 a 34,Feminino,Pós-graduação Completo,Pós-graduação Completo,Pós-graduação Completo,Publicitário,Uma estrela,8,Saturno,Via Láctea,Um satélite natural,150 mil Km,Helicoidal,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.","É uma estrela que ""viaja"" pelo céu, causando o efeito visual","Ambos são feitos do mesmo material, com a diferença que cometas possuem uma cauda por possuirem maior velocidade","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Rebeca Gusmão,"É uma região do espaço ""vazia"", sem massa e sem luz",A idade do universo é desconhecida,"Porque telescópios na Terra exigem manutenção frequente, o que acaba tornando-os mais caros a longo prazo",Uma Supernova,Image 4,Escorpião
10219680869,216856699,09/15/2018 10:03:49 PM,09/15/2018 10:16:22 PM,,,,,,18 a 24,Feminino,Superior Completo,Superior Incompleto,Pós-graduação Completo,Advogado,Uma estrela,9,Saturno,Via Láctea,Parte da atmosfera da Terra,150 trilhões Km,Redondo,"Ocorre quando o Sol fica entre a Lua e a Terra, direcionando os raios solares de tal forma que estes não atingem a Lua.",É um cometa que passa muito perto da Terra,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Elisabete Costa,"É uma região do espaço ""vazia"", sem massa e sem luz",A idade do universo é desconhecida,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Um Buraco Negro,Image 4,Escorpião
10219679378,216856699,09/15/2018 10:02:50 PM,09/15/2018 10:12:06 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Médio Completo,Superior Incompleto,Estudante,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 4,Lira
10219678966,216856699,09/15/2018 10:01:45 PM,09/15/2018 10:06:23 PM,,,,,,18 a 24,Feminino,Superior Incompleto,Superior Incompleto,Médio Completo,Estudante,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 trilhões Km,Redondo,"Ocorre quando o Sol fica entre a Lua e a Terra, direcionando os raios solares de tal forma que estes não atingem a Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos possuem características físicas semelhantes, com a diferença que asteroides são mais velhos e podem entrar nas atmosferas de planetas","É uma região do céu com muitas nuvens, que dificulta as observações",Elisabete Costa,"É uma região do espaço ""vazia"", sem massa e sem luz",6000 anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Nada. Ele simplesmente desaparecerá,Image 3,Escorpião
10219678890,216856699,09/15/2018 10:01:01 PM,09/15/2018 10:09:17 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Superior Completo,Pós-graduação Completo,Cientista de Dados,Uma estrela,9,Júpiter,Via Láctea,Um satélite natural,150 trilhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É o ""resto"" de uma estrela após esta ter morrido",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",3 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Supernova,Image 4,Escorpião
10219678816,216856699,09/15/2018 10:01:07 PM,09/15/2018 10:02:20 PM,,,,,,14 a 17,Masculino,Médio Incompleto,Pós-graduação Completo,Pós-graduação Completo,Estudante,,,,,,,,,,,,,,,,,,
10219677776,216856699,09/15/2018 09:58:54 PM,09/15/2018 10:04:37 PM,,,,,,18 a 24,Feminino,Médio Completo,Fundamental Incompleto,Pós-graduação Completo,Estudante,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 trilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,Não há diferença. Existem duas nomenclaturas apenas por questões históricas,"É um tipo de galáxia raro, confundido inicialmente com uma estrela",Alberto Garibaldi,"É uma região do espaço ""vazia"", sem massa e sem luz",3 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Nada. Ele simplesmente desaparecerá,Image 4,Órion
10219677380,216856699,09/15/2018 09:58:50 PM,09/15/2018 10:03:30 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Superior Completo,Superior Completo,Estudante,Uma estrela,8,Júpiter,Andrômeda,Um satélite natural,150 bilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Lua entre o Sol e a Terra. Assim, o Sol é ocultado pela sombra da Lua.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",A idade do universo é desconhecida,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Uma Anã Branca,Image 4,Lira
10219675960,216856699,09/15/2018 09:56:16 PM,09/15/2018 10:03:18 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Superior Completo,Superior Completo,Estudante,Uma estrela,8,Saturno,Via Láctea,Um satélite natural,150 milhões Km,Geóide,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos são feitos do mesmo material, com a diferença que cometas possuem uma cauda por possuirem maior velocidade","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Rebeca Gusmão,"É uma região do espaço ""vazia"", sem massa e sem luz",3 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Um Buraco Negro,Image 4,Escorpião
10219674429,216856699,09/15/2018 09:53:52 PM,09/15/2018 10:02:34 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Superior Completo,Superior Completo,Estudante,Uma estrela,8,Júpiter,Via Láctea,Um satélite natural,150 trilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Cometas são frios, possuem órbitas estáveis e não necessariamente orbitam o Sol. Asteroides são quentes, possuem órbitas caóticas e sempre orbitam o Sol","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",14 bilhões de anos,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Um Buraco Negro,Image 4,Escorpião
10219673109,216856699,09/15/2018 09:51:14 PM,09/15/2018 09:51:57 PM,,,,,,25 a 34,Masculino,Superior Incompleto,Superior Completo,Superior Completo,Empresário,,,,,,,,,,,,,,,,,,
10219672844,216856699,09/15/2018 09:50:28 PM,09/15/2018 09:56:24 PM,,,,,,18 a 24,Feminino,Superior Incompleto,Superior Completo,Pós-graduação Incompleto,Estudante,Uma estrela,8,Saturno,Via Láctea,Um satélite natural,150 bilhões Km,Helicoidal,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Elisabete Costa,"É uma região do espaço ""vazia"", sem massa e sem luz",A idade do universo é desconhecida,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 4,Lira
10219671160,216856699,09/15/2018 09:46:28 PM,09/15/2018 09:48:14 PM,,,,,,35 a 44,Masculino,Pós-graduação Incompleto,Superior Completo,Superior Completo,Dentista,,,,,,,,,,,,,,,,,,
10219669095,216856699,09/15/2018 09:43:41 PM,09/15/2018 09:51:59 PM,,,,,,18 a 24,Masculino,Superior Incompleto,Pós-graduação Completo,Médio Completo,Estudante,Uma estrela,7,Júpiter,Via Láctea,Um satélite natural,150 trilhões Km,Geóide,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos orbitam o Sol, porém asteroides possuem composição rochosa e órbitas estáveis, enquanto cometas são compostos de gelo e possuem órbitas elípticas","É uma região do espaço extremamente turbulenta, por conta de as estrelas estarem muito próximas",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",A idade do universo é desconhecida,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Supernova,Image 1,Escorpião
10219668632,216856699,09/15/2018 09:42:49 PM,09/15/2018 09:51:07 PM,,,,,,14 a 17,Masculino,Fundamental Completo,Superior Completo,Pós-graduação Completo,Estudante,Uma estrela,7,Júpiter,Via Láctea,Um satélite natural,150 milhões Km,Redondo,"Ocorre quando Terra e Lua estão alinhados, com a Terra à frente da Lua. Os raios solares são bloqueados, e a Lua aparece como uma ""sombra"".",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos possuem características físicas semelhantes, com a diferença que asteroides são mais velhos e podem entrar nas atmosferas de planetas","É o ""resto"" de uma estrela após esta ter morrido",Alberto Garibaldi,É uma região do espaço através da qual é possível viajar para outras dimensões,14 bilhões de anos,"Telescópios na Terra apontam somente para uma região específica do céu; no espaço, porém, os telescópios orbitam nosso planeta, cobrindo todo o céu",Um Buraco Negro,Image 1,Caixa
10219659823,216856699,09/15/2018 09:26:27 PM,09/16/2018 12:02:53 AM,,,,,,25 a 34,Masculino,Pós-graduação Incompleto,Fundamental Incompleto,Médio Completo,Matemático,Uma estrela,7,Júpiter,Via Láctea,Um satélite natural,150 bilhões Km,Redondo,"Ocorre quando Sol, Terra e Lua estão alinhados, com a Terra entre o Sol e a Lua. Assim, a Lua é ocultada pela sombra da Terra.",É um asteroide ou meteoro que entra na atmosfera da Terra: o efeito visual nada mais é do que o corpo sendo queimado devido à alta velocidade,"Ambos são feitos do mesmo material, com a diferença que cometas possuem uma cauda por possuirem maior velocidade","É uma nuvem rica em gás e poeira, a partir da qual as estrelas se formam",Marcelo Gleiser,"É o remanescente de uma estrela muito grande e massiva, após esta ter esgotado o Hidrogênio em seu núcleo",A idade do universo é desconhecida,"Devido à turbulência da atmosfera, que perturba e absorve as ondas luminosas e prejudica a qualidade das observações",Uma Anã Branca,Image 4,Órion
